0,0,0,0,0,0,0,0,0,0,0,0.16425999999999996,0,0,0,0,0,0,0,0,0,0,0,0.67492,0,0,0,0,0,0,0,0,0,0,0,0,0.5622400000000001,0.24148000000000003,0.82018,0,0,0.53722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8065,0,0,0.52894,0,0,0,0,0.37126000000000003,0,0,0,0,0,0,0,0,0.66664,0,0,0,0.15598,0,0,0,0,0,0.14266,0,0,0.17235999999999996,0,0.352,0,0,0.55684,0,0,0,0.91162,0.45963999999999994,0,0.86482,0,0,0.15381999999999996,0,0,0,0,0,0,0,0,0.38332,0.60652,0.5689,0,0.73126,0.45262,0.8599600000000001,0,0,0.63226,0,0.90244,0,0.53164,0.86536,0.93628,0.78418,0.29152,0.7939,0.47997999999999996,0.97552,0.7962400000000001,0.5485599999999999,0.80884,0.9676,0.9559,0.93862,0.94762,0.9667,0.97912,0.97696,0.96976,0.96544,0.97372,0.97174,0.95842,0.98668,0.964,0.98416,0.99388,0.99028,0.98344,0.9946,0.991,0.99316,0.9946,0.9892,0.98812,0.99424,0.99352,0.96616,0.97768,0.9892,0.99208,0.9928,0.99388,0.96202,0.99496,0.9946,0.99352,0.99496,0.99604,0.9946,0.9946,0.97498,0.99532,0.9946,0.99568,0.99208,0.99064,0.9946,0.98668,0.99532,0.99172,0.9946,0.99424,0.97372,0.99496,0.991,0.99424,0.99172,0.98164,0.99568,0.99496,0.9937,0.99352,0.9928,0.98812,0.9838,0.99568,0.9946,0.99208,0.99028,0.99424,0.99316,0.99424,0.9892,0.97264,0.99208,0.99424,0.88102,0.99334,0.99532,0.99496,0.98092,0.98704,0.97084,0.98938,0.99424,0.99226,0.99532,0.99208,0.99136,0.99496,0.991,0.99406,0.99352,0.9946,0.9946,0.99496,0.99316,0.99604,0.9946,0.99244,0.99532,0.99208,0.99388,0.99352,0.99244,0.9838,0.99496,0.99496,0.99352,0.97984,0.99568,0.99496,0.99424,0.99172,0.99262,0.99352,0.99352,0.98218,0.99064,0.99424,0.99388,0.99568,0.9937,0.99208,0.98992,0.99568,0.99568,0.99496,0.99316,0.99532,0.99352,0.99388,0.99532,0.99442,0.99118,0.99424,0.99496,0.9946,0.98884,0.99424,0.9946,0.99208,0.99244,0.99568,0.9928,0.99316,0.991,0.99136,0.99172,0.99424,0.9847,0.99604,0.9946,0.9928,0.99532,0.99424,0.9946,0.99532,0.99478,0.99496,0.9838,0.9892,0.99388,0.99532,0.99424,0.99496,0.99496
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62632,0,0,0,0,0,0,0,0,0,0.5732200000000001,0,0.16659999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0.42742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42166000000000003,0,0,0,0,0,0,0,0.84016,0.41481999999999997,0,0,0,0,0,0,0,0.42652,0,0,0.50698,0,0,0,0,0,0.66304,0,0,0,0,0.4769199999999999,0,0,0,0.3860199999999999,0,0,0,0,0,0,0.40078,0,0,0,0,0,0,0,0,0.5464,0,0.31564000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31113999999999997,0,0,0,0.40276,0,0.9369999999999999,0,0,0,0.30286,0,0.8452,0.901,0.6682600000000001,0.82468,0,0,0,0.41913999999999996,0.5383,0,0.49005999999999994,0,0,0,0.52624,0,0.919,0.9117999999999999,0.80038,0,0,0,0,0,0.45765999999999996,0,0.45172,0,0,0.28036000000000005,0.65566,0.22060000000000002,0,0,0.5814999999999999,0.631,0.31096,0.75142,0.59644,0,0,0.84358,0.99352,0,0.99208,0.99604,0.99532,0.99118,0.9964,0.99604,0.9964,0,0.99568,0.99424,0.73396,0.99532,0.97588,0.99604,0.99262,0.9436599999999999,0.99172,0.99208,0.98542,0.856,0.9946,0.99406,0.9937,0.9946,0.99532,0.9946,0.973,0.99424,0.99172,0.99244,0.99388,0.47331999999999996,0.9946,0.99172,0.99568,0.99226,0.99442,0.99496,0.9928,0.9946,0.9946,0.99388,0.9964,0.99514,0.99316,0.9964,0.99532,0.98884,0.99478,0.99568,0.99568,0.99532,0.99172,0.99136,0.99568,0.99568,0.99154,0.99496,0.99496,0.99352,0.96796,0.99388,0.99352,0.9964,0.9946,0.9964,0.99532,0.98866,0.99496,0.99604,0.99352,0.99568,0.99568,0.99316,0.99496,0.99208,0.9946,0.99568,0.99496,0.99568,0.99604,0.99496,0.6475599999999999,0.99136,0.99388,0.98956,0.99604,0.99532,0.99532,0.99496,0.99496,0.98704,0.99028,0.9892,0.99172,0.99172,0.9811,0.9946,0.99316,0.97426,0.9946,0.99514,0.99568,0.99154,0.99604,0.99604,0.99424,0.99172,0.99316,0.99604,0.9964,0.99532,0.99316,0.99568,0.98164,0.99568,0.97948,0.99424
0,0,0,0,0.7107399999999999,0,0,0.67006,0,0,0,0,0.37342,0,0,0,0,0,0,0,0,0,0,0,0,0.5998600000000001,0,0,0,0,0,0,0,0,0,0.12105999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69562,0,0,0,0,0,0,0,0,0,0.82558,0,0,0,0,0,0,0.28684,0.83044,0.44092,0,0,0,0,0,0.71182,0,0,0.5476599999999999,0,0,0,0,0.70624,0,0.96364,0,0.40942,0.37126000000000003,0,0,0,0,0,0,0,0.47368,0.5554,0,0,0,0.30484,0,0,0,0,0,0.72442,0,0,0,0.84808,0,0,0,0,0,0,0,0,0,0.64144,0,0,0.6261399999999999,0.66412,0.88192,0,0,0,0,0,0.85276,0,0,0.44704,0,0,0,0,0.22743999999999998,0,0,0,0,0,0,0,0,0.51832,0,0,0,0,0,0.3718,0.5321799999999999,0.74368,0,0.1003599999999999,0.82108,0.95266,0,0.5806,0.87922,0.83098,0.85456,0.92602,0.9279999999999999,0.66106,0.93952,0.90334,0.63532,0.86248,0,0.71794,0.90982,0.96382,0.83944,0.82306,0.99478,0.98794,0.98866,0.93934,0.96328,0.9559,0.99118,0.98074,0.99514,0.95986,0.99478,0.99478,0.98542,0.99478,0.83152,0.99586,0.9955,0.99478,0.99442,0.99586,0.9496,0.99586,0.5391999999999999,0.84826,0.9937,0.99442,0.98758,0.99478,0.99478,0.99622,0.9436599999999999,0.99514,0.99514,0.99514,0.9955,0.99514,0.99226,0.99046,0.99514,0.99298,0.99334,0.9937,0.9919,0.99478,0.99586,0.9955,0.98938,0.99334,0.99478,0.92422,0.99442,0.99586,0.99442,0.99442,0.99262,0.99496,0.9505,0.99262,0.98974,0.9919,0.98326,0.99226,0.9865,0.99622,0.99118,0.9865,0.99298,0.99172,0.96274,0.98074,0.98938,0.99622,0.98938,0.98974,0.98866,0.99514,0.99226,0.99478,0.99586,0.99298,0.99532,0.99406,0.99514,0.99064,0.99514,0.99478,0.99334,0.99334,0.99478,0.99406,0.9955,0.9955,0.99154,0.99406,0.94816,0.9838,0.9631,0.99586,0.99406,0.99586,0.99622,0.99118,0.99478,0.9901,0.99154,0.98524,0.99406,0.99262,0.9847,0.99514,0.98578,0.99334,0.9919,0.98272
0,0,0,0,0,0.18874000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6075999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.35973999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14608,0,0,0,0,0,0,0,0.4312,0,0,0,0,0,0,0.47728000000000004,0,0,0.12015999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5257,0,0,0,0,0.11709999999999998,0,0.53938,0.58492,0,0,0,0,0.14391999999999994,0,0,0,0,0,0,0,0,0,0,0.41013999999999995,0,0.55072,0,0.60508,0,0,0,0,0.70336,0,0,0,0,0,0,0,0.6261399999999999,0,0,0,0,0,0,0,0.7825599999999999,0,0,0,0,0,0,0,0,0,0.36658,0.54442,0,0,0.26380000000000003,0,0,0,0,0.51742,0.80236,0,0,0,0,0,0,0,0,0,0,0,0,0.6104799999999999,0.2197,0.3034,0.50464,0.17631999999999992,0,0,0.31186,0,0,0,0,0,0,0,0,0,0.30916,0,0.30411999999999995,0,0,0,0,0.1936,0,0,0,0,0,0,0,0,0,0.29044000000000003,0,0,0.82342,0,0,0,0,0,0,0,0,0.80308,0,0,0,0,0,0.31672,0.68014,0,0,0,0,0,0,0,0.11205999999999994,0,0,0.61876,0.6345999999999999,0,0,0,0,0,0,0,0,0,0.26613999999999993,0,0,0,0.12483999999999995,0,0,0,0,0.54244,0.50932,0.82738,0,0,0.47512,0,0,0.5861799999999999,0,0.10774000000000006,0.52228,0.79498,0.7982199999999999,0.86032,0.53038,0.93412,0,0.78472,0.39574,0.6373,0.90856,0.84844,0.88696,0.6371199999999999,0.94438,0.84538,0,0.26991999999999994,0,0.87292,0.8389,0.75862,0.82738,0.8533,0.8632,0.85348,0.93412,0.59536,0.88318,0.95392,0.94312,0.96382,0.9505,0.8335,0.96274,0.8884,0.84934,0.92548,0.93916,0.94096,0.9155800000000001,0.98182
0.95968,0.92494,0.9279999999999999,0.98992,0.99712,0.99892,0.99892,0.99748,0.9964,0.99712,0.99892,0.99892,0.99856,0.9982,0.99892,0.99784,0.9694,0.991,0.99784,0.99892,0.99424,0.99208,0.99892,0.9982,0.99856,0.99856,0.99892,0.99784,0.99856,0.99892,0.99856,0.99784,0.99856,0.99892,0.99712,0.99892,0.99856,0.99856,0.99892,0.99892,0.99748,0.99892,0.99892,0.99892,0.99892,0.99892,0.9982,0.99784,0.9982,0.99892,0.99856,0.99892,0.99784,0.99784,0.99784,0.9847,0.9982,0.99856,0.99892,0.99856,0.99892,0.99352,0.99856,0.99892,0.9982,0.99856,0.9982,0.99892,0.99892,0.99856,0.99856,0.9964,0.99892,0.99856,0.99892,0.99856,0.99892,0.99748,0.99892,0.99892,0.99856,0.99892,0.9982,0.99568,0.99352,0.99892,0.99856,0.99892,0.9982,0.9982,0.99856,0.99892,0.99784,0.9946,0.99676,0.9982,0.99892,0.99892,0.99892,0.99856,0.99856,0.991,0.99676,0.99784,0.99856,0.99676,0.99892,0.9982,0.99856,0.99496,0.99784,0.99892,0.99892,0.99892,0.99856,0.99856,0.99892,0.9982,0.99892,0.99856,0.99892,0.99784,0.99892,0.99892,0.99892,0.9982,0.99892,0.9982,0.99856,0.99856,0.99208,0.97822,0.99748,0.99892,0.99892,0.99892,0.9982,0.99856,0.99892,0.99892,0.99856,0.99712,0.99748,0.9982,0.99604,0.99892,0.9982,0.99892,0.9982,0.9982,0.99388,0.99676,0.99892,0.99856,0.99532,0.99856,0.99892,0.99892,0.98578,0.99748,0.99496,0.99784,0.99892,0.98128,0.99532,0.99892,0.99892,0.99712,0.99892,0.99784,0.99892,0.9928,0.99892,0.99892,0.99892,0.99892,0.9982,0.99856,0.99892,0.99892,0.99892,0.99892,0.99856,0.99892,0.99784,0.99892,0.99892,0.99892,0.99856,0.9982,0.99892,0.99856,0.99784,0.99892,0.9982,0.9982,0.99892,0.9982,0.99676,0.99892,0.99676,0.99892,0.99892,0.9982,0.9964,0.99892,0.99784,0.99892,0.99676,0.99748,0.99892,0.99892,0.99676,0.99424,0.99676,0.99568,0.9982,0.99676,0.9982,0.99748,0.9964,0.99892,0.99892,0.99892,0.9982,0.99856,0.9982,0.99784,0.9982,0.99892,0.99892,0.99892,0.99892,0.99568,0.9982,0.99784,0.99892,0.99892,0.99856,0.99856,0.99892,0.99892,0.99892,0.9982,0.99892,0.99856,0.99892,0.99856,0.99892,0.99856,0.99892,0.99892,0.99892,0.99856,0.99856,0.99892,0.99892,0.99892,0.9982,0.99856,0.99856,0.9982,0.9982,0.9982,0.99892,0.99892,0.99784,0.99856,0.99712,0.99892,0.9982,0.9982,0.99892,0.9982,0.99748,0.99532,0.98956,0.99856,0.99892,0.9982,0.99856,0.99856,0.99892,0.9982,0.99856,0.99784,0.99748,0.99856,0.99856,0.99892,0.99892,0.99856,0.99568,0.99856,0.99892,0.9964,0.99892,0.9982,0.99892,0.9982
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81316,0,0,0,0,0,0.6288400000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40059999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64306,0.4708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3071799999999999,0,0,0,0,0,0,0,0,0,0.7705,0,0,0,0,0,0,0.5338,0,0,0,0,0,0,0,0,0,0,0,0,0.48573999999999995,0,0,0,0,0,0.56728,0,0,0,0.18009999999999993,0,0.6814,0,0,0,0,0.45658,0,0,0,0,0,0.48250000000000004,0,0,0,0,0,0.24562000000000006,0,0,0,0,0,0,0,0,0.78004,0.26236000000000004,0,0,0,0,0.7287399999999999,0,0,0,0,0.58276,0,0,0,0.3460599999999999,0.847,0,0.32464000000000004,0,0,0,0.6875199999999999,0,0,0,0,0,0.13635999999999993,0,0.62362,0,0,0,0.56206,0,0,0,0,0.24903999999999993,0.61876,0.8794,0.96436,0.75592,0.87256,0.77338,0.40149999999999997,0.7714,0.88354,0.80254,0.30556000000000005,0.8632,0.97318,0.60544,0.98254,0.99028,0.99316,0.99568,0.99568,0.99532,0.9964,0.99568,0.9946,0.98128,0.88246,0.9928,0.99532,0.99424,0.99568,0.99316,0.9964,0.99568,0.99604,0.95824,0.9928,0.98686,0.99424,0.99424,0.9829,0.99568,0.99532,0.99604,0.99388,0.6904,0.99244,0.99316,0.99388,0.99244,0.76546,0.99532,0.99352,0.9883,0.9937
0,0,0,0,0,0,0,0,0,0,0,0,0.5365,0,0,0,0,0,0,0.21502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19719999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26613999999999993,0,0,0,0,0,0,0,0,0,0,0,0.41428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22492,0,0.47241999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2272599999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30556000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46107999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1901799999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.79444,0.6603399999999999,0,0,0,0,0,0.7804,0.80938,0,0.79264,0.12682000000000004,0,0,0.24525999999999992,0,0,0,0.20350000000000001,0,0,0.31672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68482,0.19611999999999996,0,0,0.25893999999999995,0.65728,0,0.5420799999999999,0,0,0,0,0,0.10846,0,0.74242,0,0,0,0.14464,0,0.9103600000000001,0,0.7791399999999999,0.7692399999999999,0,0.6864399999999999,0.96238,0.8889400000000001,0.96508,0,0.5123800000000001,0,0.96976,0,0.89002,0.73306,0.7107399999999999,0.7368399999999999,0.8434,0.84322,0.95536,0.97048,0.7327,0.72388,0.784,0.83296,0.8086599999999999,0.80002,0.74188,0.7021,0.7771600000000001,0.76366,0.86626,0.98434,0.98812,0.99208,0.99532,0.982,0.97516,0.98182,0.9964,0.99424,0.9964,0.98128,0.99532,0.96742,0.99604,0.6688000000000001,0.98974,0.99532,0.99568,0.99496,0.9964,0.99568,0.99604,0.99532,0.9856,0.75682,0.99208,0.9964,0.9964,0.99496,0.99532,0.99604,0.99604,0.9856,0.99604,0.99604,0.99532,0.99244,0.9964,0.9964,0.9964,0.99424,0.99352,0.99604,0.99532,0.99568,0.99532,0.99676,0.99676,0.9964,0.99604,0.99424,0.9946,0.9946,0.99046,0.9964,0.99712,0.99676,0.99676,0.9964,0.99532,0.99532,0.99424,0.9740800000000001,0.99622,0.96868,0.99316,0.94996,0.98884,0.98596,0.99352,0.99532,0.99424,0.99676,0.9964,0.99244,0.99676,0.99568,0.9964,0.99568,0.99604,0.99622,0.99622,0.9964,0.99496,0.99208,0.99712,0.99604,0.99532,0.9964,0.99568,0.99424,0.9964,0.99028,0.99532,0.99604,0.96544,0.9964,0.95626,0.9928,0.99676,0.99496,0.99496,0.99676,0.99496,0.9964,0.99568,0.99226,0.991,0.98848,0.99604,0.95428,0.96958,0.98956,0.99568,0.99244,0.97156,0.99568,0.99532,0.97822,0.99352,0.99604,0.99208,0.9964,0.99532,0.99712,0.9964,0.99604,0.99712,0.99316,0.9964,0.9964,0.99568,0.99604,0.99568,0.99586,0.99496,0.99496,0.99496,0.9964,0.99568,0.99604,0.99532,0.9928,0.99496,0.99712,0.99604,0.99208,0.9946,0.99496,0.99568,0.9928,0.98956,0.99496,0.99172,0.99604,0.99568,0.99676,0.9964,0.99676,0.99676,0.99676,0.9964,0.9964,0.99568,0.98992,0.99712,0.99496,0.9964,0.99208,0.9892,0.9946,0.99028,0.99388,0.98884,0.99388,0.99568,0.99568,0.99568,0.99388,0.99406,0.99316,0.99532,0.99496,0.99568,0.98992,0.99352,0.99604,0.99604,0.99496,0.9946,0.99424,0.99424,0.99226,0.99712,0.99604,0.99622,0.99604,0.97588,0.99514,0.96652,0.99532,0.99568,0.9964
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11170000000000002,0.65314,0,0,0.46630000000000005,0,0,0,0,0,0,0.23068,0,0.44038,0,0.79408,0.64576,0,0,0,0,0.11458000000000002,0,0,0.55072,0.8308,0,0,0,0,0.7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45243999999999995,0.87814,0,0.74098,0.91576,0.86464,0,0,0.48034,0.5554,0,0.8561799999999999,0.76294,0.5221,0.65098,0.91846,0.84862,0.6345999999999999,0.74674,0.92746,0.8884,0.8317,0.8567199999999999,0.82216,0.94582,0.89848,0.8190999999999999,0.94798,0.94888,0,0.93952,0.81748,0.83746,0.8014600000000001,0.96544,0.91054,0.8029,0.94906,0.94996,0.9325,0.96742,0.92908,0.9332199999999999,0.95842,0.78616,0.79012,0.91288,0.97606,0.93898,0.95086,0.93898,0.87004,0.98722,0.95032,0.95968,0.96868,0.9555400000000001,0.9279999999999999,0.96418,0.97138,0.9712,0.96382,0.9784,0.98236,0.99226,0.99406,0.99298,0.99406,0.99514,0.99406,0.99478,0.98956,0.99478,0.99514,0.99514,0.99388,0.98506,0.99586,0.9919,0.9955,0.9937,0.99298,0.99352,0.99406,0.99442,0.99406,0.99154,0.99262,0.99478,0.99226,0.99154,0.99316,0.9955,0.99442,0.99586,0.99478,0.99442,0.99406,0.9892,0.99118,0.99586,0.99226,0.99478,0.99406,0.99046,0.9856,0.99514,0.99496,0.99406,0.99082,0.99514,0.99532,0.98722,0.99226,0.99478,0.98902,0.99514,0.99424,0.98542,0.99478,0.99478,0.99262,0.99406,0.99514,0.99262,0.99442,0.98902,0.9928,0.99496,0.99334,0.99406,0.9919,0.99532,0.9955,0.9955,0.99262,0.99514,0.98722,0.99514,0.99514,0.99352,0.99406,0.9919,0.98938,0.99136,0.99298,0.9937,0.99226,0.9937,0.99406,0.9937,0.9937,0.99406,0.99406,0.99298,0.98668,0.99082,0.9955,0.9937,0.99334,0.9883,0.99514,0.98686,0.9928,0.9937,0.99262,0.99082,0.98866,0.99154,0.99334,0.99478,0.99478,0.99406,0.9937,0.99406,0.99478,0.99316,0.99478,0.99514,0.99334,0.9937,0.99478,0.99478,0.99262,0.99586,0.99514,0.99064,0.99406,0.99226,0.99406,0.98866,0.9928,0.9955,0.99262,0.99226,0.99298,0.98362,0.98758,0.98974,0.97966,0.9901,0.99208,0.9865,0.99442,0.99334,0.99496,0.9874,0.99478,0.99514,0.99442,0.99514,0.99406,0.9919,0.99442,0.96688,0.99334,0.9937,0.9946,0.9955,0.9928,0.99478,0.99514,0.99334,0.9937,0.98866,0.98794,0.99442,0.99388,0.99478,0.99478,0.99262,0.99406,0.94078,0.99514,0.99082,0.99262,0.99334,0.99424,0.99406
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46053999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19269999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73252,0,0,0,0,0,0,0,0,0.41284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17991999999999997,0,0,0,0,0,0,0,0,0,0.26271999999999995,0
0,0,0,0,0,0,0,0,0.61066,0,0,0,0,0,0,0,0.81586,0.9103600000000001,0.20709999999999995,0,0,0,0,0,0,0,0,0,0,0,0.5148999999999999,0,0,0,0,0.54982,0,0.86446,0.9748,0,0,0,0,0,0.42652,0.33346,0.97084,0,0,0,0,0,0,0.5409999999999999,0.89056,0,0.94906,0.94762,0.95896,0.96238,0.99028,0.99064,0.94204,0.89074,0.99604,0.99712,0.9964,0.99496,0.99784,0.99748,0.99694,0.99784,0.99676,0.98704,0.99748,0.99748,0.99064,0.99748,0.99586,0.90316,0.99784,0.99568,0.99676,0.98704,0.99568,0.9568,0.98992,0.99352,0.9964,0.99316,0.99568,0.99748,0.99784,0.99784,0.9928,0.99784,0.99748,0.99748,0.9973,0.99748,0.9964,0.99676,0.9928,0.99784,0.9964,0.99784,0.99748,0.99568,0.991,0.99424,0.99784,0.99676,0.99748,0.99712,0.98668,0.99748,0.99352,0.99712,0.99712,0.99712,0.99532,0.99712,0.99604,0.99568,0.99676,0.9883,0.99784,0.99748,0.99604,0.99424,0.9964,0.99748,0.99748,0.99424,0.99388,0.98434,0.99028,0.99622,0.99172,0.99748,0.99496,0.99676,0.99622,0.99748,0.99496,0.99532,0.99784,0.99622,0.99388,0.99532,0.99712,0.99604,0.9964,0.99568,0.99748,0.99748,0.9964,0.99568,0.99064,0.99424,0.99496,0.99532,0.99496,0.99748,0.99568,0.99604,0.99748,0.99784,0.99748,0.99748,0.99676,0.99748,0.99784,0.99748,0.99748,0.99784,0.98848,0.99532,0.99496,0.99712,0.9964,0.99676,0.99784,0.99676,0.9964,0.99748,0.99784,0.99532,0.9946,0.99604,0.99712,0.99784,0.99748,0.99748,0.99604,0.9964,0.99316,0.99784,0.99712,0.99784,0.9973,0.99352,0.99028,0.99784,0.99712,0.9964,0.9964,0.99586,0.99208,0.9964,0.99784,0.99712,0.99676,0.99676,0.99748,0.99676,0.99622,0.99676,0.99748,0.9964,0.99784,0.99712,0.99784,0.99712,0.99784,0.99676,0.99784,0.99784,0.99712,0.99676,0.99694,0.99676,0.99712,0.9964,0.99064,0.99676,0.99748,0.9973,0.9964,0.99802,0.9964,0.99316,0.9937,0.99748,0.99676,0.99352,0.99424,0.99712,0.99604,0.99514,0.99784,0.99496,0.98524,0.99748,0.9973,0.99136,0.9964,0.9856,0.99748,0.98488,0.99784,0.99676,0.99784,0.99712,0.99496,0.99748,0.99496,0.99784,0.99712,0.99784,0.99676,0.99712,0.99244,0.99676,0.99712,0.98992,0.67402,0.99712,0,0.99604,0.9973,0.9973,0.99676,0.99712,0.99208,0.9973,0.99694,0.99586,0.99622,0.9955,0.99694,0.9973,0.99676,0.99586,0.9973,0.99766,0.99424,0.99604,0.99802,0.99802
